Student_Id,Gender,Age,Department,Residence,Family Income,Attendance_percentage,Semester_GPA,Internal_Assesment_Score,Backlogs,Assignment_Submission_Rate,LMS_login_fequency,Library_visits,Club_participation,Scholarship_Status,Consecutive_Absence_Days,Academic_Warnings,Tution_Fee_Due,Dropout
STU09016,Male,18,AIML,Day Scholar,42046,90.6,6.38,5,0,50.1,1,5,0,0,6,0,0,0
STU09017,Feamle,20,ECE,Day Scholar,101365,93.6,4.98,85,1,78.2,1,4,0,1,13,1,1,1
STU09018,Feamle,21,ECE,Day Scholar,127908,68.8,7.78,80,0,100.0,0,3,0,0,13,0,0,0
STU09019,Feamle,22,ECE,Day Scholar,84932,67.3,6.03,19,1,65.2,0,5,0,0,1,1,1,0
STU09020,Male,24,ECE,Hosteler,146464,68.7,7.52,41,1,75.1,0,4,0,0,6,1,0,0
STU09021,Male,19,AIML,Hosteler,128229,46.0,8.75,62,0,100.0,0,7,0,0,10,0,1,0
STU09022,Male,21,ECE,Hosteler,43084,57.0,5.97,40,0,87.7,1,6,0,0,9,0,0,0
STU09023,Male,20,CSE,Day Scholar,56398,74.5,6.29,89,0,71.0,0,7,1,1,7,0,0,0
STU09024,Male,23,AIML,Day Scholar,117219,80.7,8.52,91,0,55.2,0,4,1,1,11,0,0,0
STU09025,Feamle,20,ECE,Day Scholar,183549,82.4,8.06,71,1,69.8,0,2,0,1,0,0,0,0
STU09026,Male,24,AIML,Hosteler,156272,63.3,7.9,6,0,62.5,0,5,0,0,4,0,0,0
STU09027,Feamle,18,AIML,Day Scholar,128987,67.6,6.41,70,0,65.2,0,4,0,0,7,0,0,0
STU09028,Feamle,21,AIML,Day Scholar,22039,71.0,4.85,28,2,72.2,0,6,0,1,13,0,0,0
STU09029,Male,24,MC,Day Scholar,109374,69.3,5.93,66,0,68.4,1,4,0,1,6,0,0,0
STU09030,Feamle,18,ECE,Day Scholar,119611,85.3,5.49,15,0,45.9,1,2,0,0,5,0,0,0
STU09031,Male,19,MC,Hosteler,157706,55.4,7.87,76,0,77.6,1,6,0,0,9,0,0,0
STU09032,Feamle,23,CSE,Hosteler,84899,57.8,7.43,49,0,68.9,0,5,0,1,11,0,0,0
STU09033,Male,18,CSE,Hosteler,21724,70.5,6.1,81,1,68.3,2,5,0,0,2,0,0,0
STU09034,Male,19,MC,Day Scholar,107590,54.5,6.36,43,0,79.9,0,2,0,0,2,0,0,0
STU09035,Feamle,20,ECE,Day Scholar,153527,46.5,7.71,76,0,68.6,1,6,1,0,5,0,0,0
STU09036,Male,18,AIML,Hosteler,132966,52.6,6.52,30,0,84.7,0,6,0,0,5,2,0,0
STU09037,Feamle,18,CSE,Hosteler,92628,71.4,6.13,66,1,78.1,1,5,0,1,2,0,0,0
STU09038,Male,22,CSE,Hosteler,177684,84.5,9.97,93,0,76.4,0,9,1,0,3,0,1,0
STU09039,Male,23,CSE,Day Scholar,60456,84.8,6.18,2,1,73.5,0,3,1,1,10,0,0,0
STU09040,Male,23,ECE,Hosteler,62773,98.8,8.0,89,1,61.5,2,2,0,0,7,1,0,0
STU09041,Feamle,24,MC,Hosteler,154133,76.5,7.59,65,0,89.8,0,3,0,0,12,0,0,0
STU09042,Feamle,20,MC,Hosteler,183073,78.5,4.72,97,0,97.4,1,5,0,0,8,1,1,0
STU09043,Male,22,ECE,Day Scholar,30586,71.2,5.98,76,1,67.3,2,5,1,0,9,0,1,0
STU09044,Feamle,24,CSE,Day Scholar,114479,72.0,8.23,74,1,87.3,0,7,0,0,8,0,0,0
STU09045,Male,19,ECE,Day Scholar,95012,100.0,6.8,100,1,65.8,0,6,0,1,14,0,0,0
STU09046,Feamle,24,ECE,Hosteler,110507,78.9,4.8,6,1,53.7,2,9,0,0,1,0,0,0
STU09047,Feamle,19,MC,Day Scholar,154835,80.2,7.59,26,1,61.5,0,2,1,0,13,0,0,0
STU09048,Male,20,ECE,Hosteler,65209,57.8,6.13,6,0,56.3,3,6,1,1,12,2,0,0
STU09049,Male,23,ECE,Day Scholar,175150,81.2,7.65,7,0,100.0,2,2,0,0,6,0,1,0
STU09050,Male,19,CSE,Hosteler,78434,84.9,10.0,99,1,70.7,0,5,1,0,10,1,1,0
STU09051,Male,20,AIML,Hosteler,55656,91.7,7.57,41,1,77.9,0,5,0,0,4,1,0,0
STU09052,Male,24,CSE,Day Scholar,155078,84.5,7.92,92,0,95.3,0,6,0,0,11,0,0,0
STU09053,Feamle,19,MC,Hosteler,37470,73.1,6.62,84,0,59.2,1,2,0,0,8,0,0,0
STU09054,Feamle,21,AIML,Hosteler,92035,72.5,5.32,25,0,63.9,2,7,1,0,6,1,0,0
STU09055,Male,18,CSE,Day Scholar,119608,73.9,8.54,60,1,64.6,0,5,1,1,4,0,0,0
STU09056,Male,24,ECE,Day Scholar,96840,76.6,6.09,19,0,60.0,0,6,0,0,13,1,1,0
STU09057,Male,23,ECE,Day Scholar,115771,94.0,6.66,92,0,85.3,2,4,0,1,10,0,0,0
STU09058,Feamle,24,AIML,Day Scholar,173966,91.1,9.69,78,0,100.0,0,4,0,0,14,0,0,0
STU09059,Male,21,AIML,Day Scholar,168470,86.3,6.49,86,1,99.4,1,8,0,0,12,2,0,0
STU09060,Male,20,ECE,Day Scholar,65332,100.0,8.82,78,0,46.3,0,3,0,0,9,0,0,0
STU09061,Feamle,20,MC,Day Scholar,140536,35.2,7.58,50,0,89.9,0,4,0,0,10,0,0,0
STU09062,Feamle,24,CSE,Day Scholar,97533,68.1,6.17,73,1,100.0,0,7,0,1,6,0,0,0
STU09063,Feamle,21,ECE,Hosteler,181852,74.8,7.51,1,2,62.3,1,4,1,0,14,0,0,0
STU09064,Feamle,24,CSE,Hosteler,193158,64.9,5.93,29,1,52.3,0,7,0,0,14,0,0,0
STU09065,Male,18,CSE,Day Scholar,177578,61.1,8.36,100,1,99.1,0,6,0,0,12,0,1,0
STU09066,Feamle,18,CSE,Day Scholar,150194,49.2,8.87,90,1,78.6,0,3,0,0,13,1,0,1
STU09067,Feamle,22,CSE,Day Scholar,128618,70.3,7.07,16,0,86.1,0,7,0,0,14,2,0,0
STU09068,Male,19,MC,Hosteler,123424,88.4,9.01,66,0,80.2,1,3,0,0,13,1,0,0
STU09069,Male,22,MC,Hosteler,115596,86.6,7.24,71,0,93.2,1,2,0,0,7,1,0,0
STU09070,Male,18,MC,Hosteler,71020,63.7,8.37,42,0,86.8,0,7,1,0,11,0,1,0
STU09071,Feamle,21,ECE,Hosteler,165057,78.3,10.0,100,1,79.5,0,4,1,0,6,0,0,0
STU09072,Male,19,ECE,Day Scholar,122416,95.4,10.0,48,1,89.2,0,5,1,0,10,0,0,0
STU09073,Feamle,21,ECE,Day Scholar,142610,52.2,6.73,3,0,94.2,2,2,0,1,14,1,0,0
STU09074,Feamle,22,MC,Day Scholar,152534,72.6,7.44,87,0,84.6,0,3,1,1,8,1,0,0
STU09075,Feamle,20,CSE,Day Scholar,44082,79.3,5.42,28,1,67.7,0,5,0,0,14,0,0,0
STU09076,Male,21,MC,Day Scholar,152937,75.2,8.2,71,2,82.1,1,4,1,0,6,0,0,0
STU09077,Feamle,22,ECE,Day Scholar,56777,87.8,7.58,33,0,87.7,0,8,0,0,10,3,0,0
STU09078,Male,22,AIML,Day Scholar,162394,52.5,5.84,8,0,83.5,0,5,0,1,13,0,0,0
STU09079,Male,22,ECE,Day Scholar,178834,59.9,8.78,57,0,93.2,0,6,0,0,1,1,0,0
STU09080,Male,20,CSE,Day Scholar,34538,85.2,6.6,80,0,92.8,1,7,0,0,2,0,0,0
STU09081,Feamle,20,MC,Day Scholar,77125,49.5,6.22,73,0,83.6,1,8,0,0,0,1,0,0
STU09082,Feamle,24,AIML,Day Scholar,110583,87.2,7.6,23,1,73.5,0,3,0,0,3,0,1,0
STU09083,Feamle,20,AIML,Day Scholar,154249,81.7,6.3,55,1,87.7,0,6,0,0,3,0,0,0
STU09084,Male,19,CSE,Day Scholar,47502,86.1,6.95,85,2,42.6,0,9,1,0,5,2,0,0
STU09085,Feamle,20,MC,Day Scholar,149988,68.0,9.62,80,1,100.0,1,3,1,0,0,0,0,0
STU09086,Feamle,20,AIML,Day Scholar,39249,82.6,6.08,94,1,100.0,0,4,0,0,6,0,0,0
STU09087,Feamle,20,ECE,Hosteler,23197,57.4,8.01,60,3,84.0,0,8,0,0,5,1,0,0
STU09088,Feamle,21,CSE,Hosteler,55229,68.8,6.12,72,0,79.3,0,4,0,0,4,1,0,0
STU09089,Feamle,20,AIML,Day Scholar,44166,75.5,5.54,78,0,85.1,0,4,0,0,5,1,0,0
STU09090,Male,19,CSE,Hosteler,159764,61.5,6.88,62,2,98.0,0,3,0,0,1,1,0,0
STU09091,Male,22,MC,Day Scholar,126298,78.3,10.0,41,0,100.0,1,3,1,0,1,0,0,0
STU09092,Male,21,MC,Hosteler,21775,57.8,8.17,93,0,98.3,0,3,0,0,5,0,0,0
STU09093,Male,18,MC,Hosteler,52656,79.0,7.69,16,1,100.0,0,2,0,1,0,0,0,0
STU09094,Feamle,20,ECE,Day Scholar,20606,100.0,6.21,70,0,95.7,2,2,0,1,7,0,0,0
STU09095,Male,24,AIML,Day Scholar,77281,56.2,6.42,89,0,100.0,1,7,0,0,2,0,1,0
STU09096,Feamle,24,MC,Day Scholar,27375,74.7,4.77,65,0,95.0,1,7,0,0,3,0,1,0
STU09097,Male,22,ECE,Hosteler,150708,50.7,9.69,47,2,76.4,0,4,0,0,3,0,0,0
STU09098,Male,22,MC,Day Scholar,147325,62.5,7.4,92,1,45.5,0,13,1,0,3,0,0,0
STU09099,Male,21,MC,Day Scholar,20819,85.5,7.27,69,0,78.1,1,5,1,0,5,3,0,0
STU09100,Feamle,24,AIML,Hosteler,96992,68.5,7.31,32,0,83.4,1,6,0,0,14,0,1,0
STU09101,Feamle,18,ECE,Hosteler,182445,86.1,10.0,37,0,92.2,1,8,0,0,6,0,0,0
STU09102,Male,23,MC,Day Scholar,151855,80.3,7.45,0,2,74.5,1,7,0,0,4,1,0,0
STU09103,Feamle,24,ECE,Hosteler,27560,74.0,6.71,54,0,79.7,0,4,0,1,3,0,1,0
STU09104,Male,24,ECE,Day Scholar,49168,59.6,9.7,54,0,41.3,0,3,0,0,12,1,1,1
STU09105,Male,19,MC,Hosteler,175336,85.3,6.81,9,0,100.0,1,6,1,0,13,0,0,0
STU09106,Male,23,MC,Day Scholar,146625,79.6,4.46,54,0,100.0,0,4,1,0,14,0,0,0
STU09107,Feamle,22,CSE,Hosteler,119436,52.1,4.71,94,0,96.2,1,7,0,0,0,0,0,1
STU09108,Male,23,AIML,Day Scholar,98598,60.5,6.71,23,0,89.5,0,5,1,0,2,0,0,0
STU09109,Male,24,MC,Day Scholar,197873,33.5,7.44,71,0,87.1,0,7,0,0,11,0,1,1
STU09110,Male,22,CSE,Hosteler,95924,54.5,8.23,27,2,81.3,1,3,0,0,8,0,1,0
STU09111,Feamle,23,AIML,Day Scholar,198431,70.3,5.62,91,0,100.0,0,3,0,1,13,0,0,0
STU09112,Male,22,MC,Day Scholar,179108,59.2,6.66,50,1,70.0,0,10,1,0,13,1,0,0
STU09113,Feamle,22,ECE,Day Scholar,25318,62.5,5.79,45,1,47.0,1,3,0,1,4,0,0,0
STU09114,Male,21,AIML,Day Scholar,74714,95.9,8.67,71,0,87.3,1,5,0,0,9,0,0,0
STU09115,Feamle,18,ECE,Hosteler,50544,90.4,8.92,28,0,100.0,0,3,1,0,1,0,0,0
STU09116,Male,22,CSE,Day Scholar,40823,64.6,9.94,18,2,81.5,0,3,1,0,4,0,0,0
STU09117,Male,19,MC,Day Scholar,124555,86.9,7.53,92,0,100.0,1,4,0,0,3,2,0,0
STU09118,Feamle,24,CSE,Day Scholar,36978,93.2,9.8,78,0,100.0,0,7,0,0,12,0,0,0
STU09119,Feamle,24,MC,Day Scholar,179532,84.3,5.96,94,0,86.6,1,4,0,0,6,0,0,0
STU09120,Male,19,MC,Hosteler,195183,79.5,7.32,4,0,100.0,0,4,0,0,13,1,0,0
STU09121,Feamle,20,ECE,Hosteler,154396,91.5,5.41,48,0,37.9,1,3,0,0,12,0,0,0
STU09122,Male,22,CSE,Day Scholar,142418,86.5,7.86,91,1,62.5,3,4,0,0,3,0,0,0
STU09123,Male,22,ECE,Day Scholar,154006,56.8,7.43,54,0,100.0,0,6,0,0,8,0,0,0
STU09124,Male,22,ECE,Hosteler,25033,72.2,3.32,45,1,94.6,0,5,1,0,13,1,0,0
STU09125,Feamle,23,ECE,Hosteler,125067,66.7,8.66,14,1,69.0,1,7,0,0,2,0,0,0
STU09126,Male,22,CSE,Day Scholar,157158,92.3,8.28,71,1,78.2,2,4,0,0,9,0,0,0
STU09127,Feamle,22,MC,Hosteler,188173,66.3,6.17,99,0,100.0,2,6,0,0,0,0,1,0
STU09128,Male,19,MC,Hosteler,195017,63.7,7.42,95,0,100.0,1,3,0,0,11,0,0,0
STU09129,Feamle,18,CSE,Hosteler,38894,90.4,4.76,38,0,35.6,0,4,0,0,9,2,0,0
STU09130,Feamle,18,MC,Day Scholar,24687,78.9,5.84,21,1,73.3,1,3,0,0,0,0,0,0
STU09131,Male,20,CSE,Day Scholar,153959,100.0,9.5,61,0,79.1,0,2,1,0,9,1,0,0
STU09132,Feamle,19,CSE,Day Scholar,154115,62.1,5.27,68,0,99.3,1,8,0,0,11,0,0,0
STU09133,Male,22,MC,Day Scholar,169087,67.2,7.01,73,2,90.8,0,7,0,0,6,1,0,0
STU09134,Male,18,AIML,Hosteler,37789,91.8,4.91,30,0,100.0,0,3,0,1,5,1,0,0
STU09135,Male,21,ECE,Hosteler,76784,55.8,7.51,36,2,87.3,0,11,1,0,12,1,0,0
STU09136,Male,21,CSE,Day Scholar,26115,94.8,7.84,22,0,85.6,1,7,0,0,8,0,0,0
STU09137,Male,21,CSE,Hosteler,48821,56.9,8.09,95,1,93.4,1,5,0,0,6,0,0,0
STU09138,Feamle,22,AIML,Day Scholar,42879,84.2,7.7,87,0,69.5,0,5,0,1,12,0,0,0
STU09139,Male,22,CSE,Day Scholar,137177,47.4,9.14,3,1,89.4,0,8,0,0,2,0,0,0
STU09140,Feamle,20,CSE,Hosteler,69157,75.7,6.17,42,1,100.0,0,3,0,1,0,0,0,0
STU09141,Feamle,24,MC,Day Scholar,183789,54.5,5.41,37,0,42.1,1,4,0,1,9,0,0,1
STU09142,Male,20,MC,Day Scholar,80262,100.0,6.12,14,0,89.0,0,3,1,0,2,0,0,0
STU09143,Feamle,20,AIML,Day Scholar,60971,58.9,4.98,10,0,35.3,0,3,1,0,1,0,0,1
STU09144,Male,23,CSE,Hosteler,121146,62.6,7.12,24,0,95.7,0,2,0,0,4,0,0,0
STU09145,Feamle,21,ECE,Hosteler,141535,83.0,6.79,25,1,84.0,1,4,0,0,7,0,0,0
STU09146,Feamle,22,MC,Day Scholar,112384,66.0,7.72,38,1,98.8,1,3,0,0,10,0,1,0
STU09147,Feamle,21,ECE,Day Scholar,175814,85.5,4.58,55,0,64.3,0,3,0,1,8,1,0,0
STU09148,Male,20,ECE,Hosteler,132453,64.3,6.98,50,1,71.2,1,3,0,0,7,1,0,0
STU09149,Feamle,22,AIML,Day Scholar,120277,63.2,8.82,100,0,100.0,1,6,1,0,14,0,0,0
STU09150,Male,19,AIML,Day Scholar,46520,74.6,7.86,99,0,100.0,1,7,1,0,1,0,1,0
STU09151,Feamle,18,CSE,Day Scholar,34833,56.7,4.16,32,0,59.3,0,4,0,0,8,0,0,1
STU09152,Feamle,18,AIML,Hosteler,81475,80.9,6.98,19,1,71.4,0,6,1,0,12,0,0,0
STU09153,Feamle,20,MC,Hosteler,28143,88.2,5.9,51,0,60.2,0,6,0,1,3,0,0,0
STU09154,Feamle,24,CSE,Hosteler,109472,83.3,7.02,33,0,98.6,0,5,0,0,1,0,0,0
STU09155,Male,21,CSE,Hosteler,122132,84.6,6.43,44,0,88.4,1,8,1,0,8,1,1,0
STU09156,Male,19,ECE,Day Scholar,107005,46.1,9.61,75,1,93.5,0,1,0,0,12,0,1,1
STU09157,Feamle,22,ECE,Hosteler,68538,68.1,7.13,99,0,81.1,1,6,0,0,12,1,0,0
STU09158,Feamle,24,ECE,Day Scholar,83795,71.6,7.48,3,0,37.2,0,4,0,0,2,1,0,0
STU09159,Male,21,CSE,Hosteler,123041,96.8,6.93,12,1,65.2,2,6,0,1,4,0,1,0
STU09160,Male,20,AIML,Day Scholar,102159,66.3,7.71,58,1,76.6,0,1,0,1,10,1,0,0
STU09161,Male,21,AIML,Hosteler,143796,40.5,6.67,66,0,55.0,0,4,0,1,1,0,0,0
STU09162,Male,20,AIML,Hosteler,97166,59.9,8.16,52,0,37.7,0,7,0,0,0,0,0,0
STU09163,Feamle,23,CSE,Hosteler,168311,65.1,6.41,16,1,100.0,0,2,0,0,7,0,0,0
STU09164,Feamle,18,CSE,Day Scholar,178312,42.7,9.06,70,0,64.0,1,2,0,0,6,0,0,0
STU09165,Male,24,CSE,Hosteler,121542,89.5,7.74,44,0,90.9,0,6,0,1,10,0,0,0
STU09166,Male,18,CSE,Hosteler,20553,51.5,6.77,46,0,100.0,1,2,0,0,10,0,0,0
STU09167,Male,21,CSE,Hosteler,175590,81.7,8.26,77,0,69.4,1,4,0,0,8,0,0,0
STU09168,Male,19,AIML,Day Scholar,128381,58.6,7.74,95,1,78.9,2,3,0,0,12,0,0,0
STU09169,Male,22,CSE,Day Scholar,33612,97.6,8.24,25,1,93.7,0,5,0,0,3,1,0,0
STU09170,Male,20,AIML,Day Scholar,96673,70.9,7.13,30,0,74.1,1,5,0,0,12,0,0,0
STU09171,Feamle,22,CSE,Day Scholar,84459,67.8,6.64,30,0,84.1,0,9,0,0,7,2,0,0
STU09172,Feamle,18,AIML,Hosteler,45804,82.9,7.2,79,0,96.5,0,8,0,1,1,1,0,0
STU09173,Feamle,19,MC,Day Scholar,61154,59.9,6.25,59,1,44.8,0,7,1,0,1,0,0,0
STU09174,Male,19,MC,Hosteler,191178,83.6,8.47,0,0,100.0,0,5,0,0,0,0,0,0
STU09175,Male,22,AIML,Day Scholar,130183,67.8,9.2,45,0,87.8,0,6,0,0,5,3,0,0
STU09176,Male,18,MC,Day Scholar,160689,66.1,7.87,33,0,85.6,2,5,1,0,5,0,0,0
STU09177,Feamle,22,MC,Day Scholar,166470,73.7,9.13,89,0,83.9,0,6,0,1,12,0,1,0
STU09178,Male,21,AIML,Hosteler,22693,58.7,8.69,53,0,100.0,0,4,0,1,1,0,0,0
STU09179,Male,19,CSE,Hosteler,50971,72.1,6.6,58,1,55.1,0,2,0,0,3,0,0,0
STU09180,Feamle,19,CSE,Day Scholar,146633,80.1,8.25,93,1,91.9,3,7,0,0,11,0,1,0
STU09181,Male,21,AIML,Day Scholar,100078,40.4,5.08,40,1,100.0,0,9,1,1,14,0,1,1
STU09182,Feamle,18,ECE,Hosteler,94227,91.4,7.28,50,0,100.0,0,7,0,1,12,0,0,0
STU09183,Feamle,19,ECE,Hosteler,98990,87.2,5.23,4,1,98.3,0,6,0,0,1,0,1,0
STU09184,Male,24,MC,Day Scholar,106034,47.2,6.84,87,0,72.8,0,2,0,1,12,0,1,1
STU09185,Feamle,23,ECE,Day Scholar,105567,44.8,4.84,9,0,94.2,0,2,0,0,2,1,0,1
STU09186,Male,23,MC,Day Scholar,60677,87.6,8.64,37,1,98.3,0,7,0,1,9,0,0,0
STU09187,Feamle,23,CSE,Hosteler,88402,86.5,6.41,34,0,85.1,0,3,0,0,10,0,1,0
STU09188,Male,20,AIML,Day Scholar,118104,84.3,8.36,65,0,69.1,0,6,1,0,0,0,1,0
STU09189,Feamle,24,CSE,Hosteler,42291,53.6,6.89,92,0,78.8,0,7,0,0,10,0,0,0
STU09190,Male,20,AIML,Day Scholar,48497,100.0,4.23,18,0,80.7,0,1,1,0,9,2,0,0
STU09191,Feamle,18,ECE,Hosteler,135135,63.7,6.27,37,0,65.3,0,4,1,0,1,1,0,0
STU09192,Feamle,21,CSE,Hosteler,51969,78.6,6.2,52,2,95.4,1,6,0,0,0,1,0,0
STU09193,Feamle,22,CSE,Hosteler,193156,78.8,6.98,49,2,84.5,3,9,0,0,3,0,0,0
STU09194,Male,24,MC,Day Scholar,167749,98.9,9.26,77,0,100.0,1,3,0,0,8,1,0,0
STU09195,Male,18,AIML,Day Scholar,50245,76.9,9.51,91,0,63.4,0,4,0,0,1,2,0,0
STU09196,Feamle,22,ECE,Day Scholar,73312,81.2,6.65,33,0,83.6,0,3,0,0,1,1,1,0
STU09197,Male,18,CSE,Day Scholar,186386,73.8,5.11,3,0,100.0,0,6,1,0,1,1,0,0
STU09198,Feamle,20,AIML,Day Scholar,28267,57.1,5.88,60,0,68.1,2,5,0,0,13,1,0,1
STU09199,Male,23,ECE,Day Scholar,59812,40.2,7.72,88,1,53.8,0,12,0,0,2,0,0,0
STU09200,Feamle,21,CSE,Day Scholar,154847,75.5,6.84,69,0,91.2,0,3,0,0,13,1,1,0
STU09201,Male,20,AIML,Day Scholar,145562,53.8,4.64,91,0,44.3,1,7,0,1,14,0,0,1
STU09202,Feamle,21,MC,Hosteler,96924,80.3,6.24,8,0,93.0,0,3,0,0,1,1,0,0
STU09203,Feamle,24,CSE,Day Scholar,45875,77.2,8.97,51,2,40.5,0,8,1,0,6,0,0,0
STU09204,Feamle,22,AIML,Hosteler,115803,76.9,7.44,81,0,85.9,0,2,0,0,8,0,0,0
STU09205,Feamle,18,ECE,Day Scholar,67589,59.2,7.07,30,0,100.0,0,6,0,0,2,1,0,0
STU09206,Male,19,ECE,Hosteler,23534,90.5,6.42,85,0,79.7,1,4,0,0,8,1,0,0
STU09207,Feamle,19,MC,Day Scholar,190952,82.1,6.31,67,1,84.8,0,8,0,0,3,0,0,0
STU09208,Male,21,CSE,Day Scholar,169155,57.3,7.82,32,0,75.2,0,4,0,0,9,2,1,1
STU09209,Male,23,MC,Hosteler,81807,100.0,7.21,99,0,100.0,1,2,1,1,0,1,0,0
STU09210,Feamle,23,AIML,Day Scholar,71670,71.8,8.16,58,0,69.0,0,3,0,0,11,1,0,0
STU09211,Male,21,ECE,Day Scholar,95465,55.0,7.82,34,0,100.0,1,3,0,0,3,0,1,0
STU09212,Male,20,MC,Hosteler,74720,63.6,7.03,12,1,90.5,1,5,0,0,9,0,0,0
STU09213,Male,19,CSE,Hosteler,193962,52.4,7.58,78,1,91.8,0,5,1,1,12,0,0,0
STU09214,Feamle,20,AIML,Hosteler,190672,95.4,6.11,60,1,100.0,1,4,1,0,13,0,0,0
STU09215,Male,22,CSE,Day Scholar,192401,91.2,6.93,96,1,66.9,0,5,0,0,3,1,0,0
STU09216,Male,19,MC,Day Scholar,117619,86.1,9.01,91,0,90.1,0,4,0,0,10,1,1,0
STU09217,Feamle,22,ECE,Day Scholar,23739,83.3,7.02,47,0,62.5,1,8,0,0,1,0,1,0
STU09218,Feamle,18,ECE,Hosteler,171829,93.7,6.67,97,0,100.0,0,4,0,0,13,0,0,0
STU09219,Male,20,MC,Hosteler,53107,71.4,7.32,37,1,84.1,0,10,1,0,6,0,0,0
STU09220,Feamle,21,CSE,Hosteler,153934,81.3,5.25,64,1,94.9,1,3,0,0,10,0,0,0
STU09221,Male,19,CSE,Hosteler,102533,62.8,7.33,53,1,100.0,0,6,0,1,12,1,0,0
STU09222,Male,20,CSE,Day Scholar,37487,72.7,9.54,30,0,100.0,1,3,0,1,13,0,1,0
STU09223,Male,21,CSE,Day Scholar,48353,81.8,5.79,48,0,81.7,0,9,0,1,9,3,0,0
STU09224,Feamle,18,ECE,Hosteler,28984,28.8,7.4,80,1,100.0,0,2,0,0,10,0,0,0
STU09225,Male,19,CSE,Day Scholar,43130,65.7,6.96,21,2,61.5,1,4,0,0,6,0,0,0
STU09226,Feamle,22,MC,Hosteler,93794,77.5,6.93,95,3,73.5,0,6,1,1,9,0,0,0
STU09227,Feamle,18,MC,Day Scholar,188351,73.8,6.9,28,0,87.2,0,3,0,1,12,0,0,0
STU09228,Male,23,MC,Hosteler,60080,68.2,8.07,64,0,68.8,0,1,0,1,11,2,1,0
STU09229,Feamle,21,MC,Day Scholar,32839,83.8,5.35,47,0,86.8,0,5,1,0,11,1,0,0
STU09230,Feamle,19,CSE,Hosteler,118874,64.4,8.03,91,1,66.0,0,2,0,0,7,0,0,0
STU09231,Feamle,19,ECE,Day Scholar,61499,56.7,7.1,65,0,81.6,0,5,0,0,4,0,0,0
STU09232,Feamle,24,AIML,Hosteler,150094,92.8,4.36,24,0,64.2,1,7,0,0,8,0,0,0
STU09233,Feamle,24,CSE,Hosteler,156428,90.6,7.57,20,0,61.5,0,5,0,0,6,0,1,0
STU09234,Male,18,AIML,Day Scholar,102036,66.0,7.17,100,2,100.0,0,7,0,0,5,0,0,0
STU09235,Feamle,19,ECE,Hosteler,95926,74.0,5.69,25,0,95.9,1,2,0,0,7,0,0,0
STU09236,Male,21,CSE,Day Scholar,49778,87.7,7.24,0,2,66.0,0,3,0,1,12,0,1,0
STU09237,Male,18,AIML,Day Scholar,125528,75.7,5.03,31,2,78.3,1,6,0,0,3,2,0,0
STU09238,Male,22,ECE,Day Scholar,83192,83.0,5.97,72,0,100.0,0,9,0,0,2,0,1,0
STU09239,Male,18,AIML,Day Scholar,105376,82.1,7.06,45,2,85.1,0,4,0,0,1,0,0,0
STU09240,Male,18,MC,Hosteler,148219,70.2,4.47,4,0,67.7,1,5,1,0,10,0,0,0
STU09241,Male,22,MC,Day Scholar,49980,82.7,5.27,39,0,76.7,0,9,0,0,5,1,0,0
STU09242,Feamle,23,ECE,Day Scholar,186891,60.5,5.5,16,1,80.6,0,3,0,0,4,1,0,0
STU09243,Feamle,24,ECE,Day Scholar,34065,80.9,7.12,52,2,61.8,0,11,0,0,6,0,0,0
STU09244,Feamle,21,AIML,Hosteler,145361,73.9,7.66,92,0,87.0,0,5,0,0,10,0,0,0
STU09245,Male,23,ECE,Day Scholar,30559,69.6,5.66,82,0,90.4,1,11,0,0,14,0,1,0
STU09246,Feamle,23,MC,Hosteler,144514,56.3,5.58,28,0,99.4,0,13,0,0,3,2,0,0
STU09247,Feamle,23,MC,Hosteler,93969,77.0,7.21,75,0,80.9,0,7,1,0,9,0,0,0
STU09248,Feamle,24,CSE,Hosteler,159728,75.6,7.17,7,0,67.0,1,4,0,0,13,2,0,0
STU09249,Male,20,AIML,Hosteler,63210,62.4,5.95,42,1,89.6,0,5,0,0,8,0,0,0
STU09250,Feamle,24,ECE,Hosteler,51477,51.0,9.74,94,0,88.9,0,8,0,0,13,0,0,0
STU09251,Male,23,ECE,Hosteler,126111,50.3,7.28,14,0,65.6,0,4,1,0,0,0,0,0
STU09252,Feamle,20,ECE,Day Scholar,49529,71.2,6.74,33,1,94.8,0,6,1,0,3,0,0,0
STU09253,Male,22,AIML,Hosteler,38262,79.6,6.42,89,0,100.0,1,1,1,0,12,1,1,0
STU09254,Male,24,MC,Day Scholar,85087,100.0,8.51,34,1,100.0,0,8,0,1,5,0,0,0
STU09255,Male,21,ECE,Hosteler,188721,74.3,7.82,92,0,50.7,2,4,1,0,5,0,1,0
STU09256,Feamle,23,ECE,Hosteler,71686,50.6,4.39,32,1,100.0,0,4,0,0,11,0,0,1
STU09257,Feamle,19,MC,Day Scholar,193937,71.9,5.96,96,0,80.9,1,3,0,1,12,0,1,0
STU09258,Male,22,ECE,Day Scholar,187649,93.8,6.33,99,0,68.7,0,3,0,0,10,0,0,0
STU09259,Feamle,20,CSE,Day Scholar,94299,64.8,6.98,20,0,25.0,0,4,0,0,4,0,0,0
STU09260,Male,24,MC,Day Scholar,133044,91.8,7.94,93,0,92.4,0,6,0,0,0,0,0,0
STU09261,Male,21,MC,Hosteler,56409,77.6,5.39,18,0,95.2,0,6,1,0,2,0,1,0
